"Date","Time","CO(GT)","PT08.S1(CO)","NMHC(GT)","C6H6(GT)","PT08.S2(NMHC)","NOx(GT)","PT08.S3(NOx)","NO2(GT)","PT08.S4(NO2)","PT08.S5(O3)","T","RH","AH"
"1/18/2005","8:00:00","3.1","1284","-200","16.8","1204","552","599","167","1337","1531","3.9","57.3","0.4661"
"1/18/2005","9:00:00","5.1","1350","-200","20.3","1304","839","509","174","1382","1745","4.3","56.8","0.4768"
"1/18/2005","10:00:00","5.8","1476","-200","25.0","1428","1049","476","235","1536","1974","5.6","52.9","0.4841"
"1/18/2005","11:00:00","3.8","1342","-200","17.2","1215","796","542","196","1332","1806","5.5","54.9","0.4985"
"1/18/2005","12:00:00","4.4","1488","-200","21.4","1336","999","479","211","1483","1985","5.1","64.3","0.5697"
"1/18/2005","13:00:00","4.9","1557","-200","25.1","1432","1022","445","234","1604","2068","5.5","66.1","0.6010"
"1/18/2005","14:00:00","5.2","1610","-200","28.0","1502","1023","420","240","1697","2087","5.5","69.3","0.6331"
"1/18/2005","15:00:00","4.6","1583","-200","26.1","1457","1065","431","242","1640","1994","5.0","75.5","0.6667"
"1/18/2005","16:00:00","4.8","1620","-200","24.7","1420","1098","436","224","1598","1970","5.2","76.2","0.6796"
"1/18/2005","17:00:00","4.9","1605","-200","24.5","1416","1099","436","240","1614","1941","5.3","77.4","0.6954"
"1/18/2005","18:00:00","4.9","1604","-200","27.7","1496","939","410","215","1733","1968","5.0","79.6","0.7022"
"1/18/2005","19:00:00","5.5","1582","-200","26.0","1455","875","423","216","1725","1813","5.1","83.0","0.7352"
"1/18/2005","20:00:00","4.2","1523","-200","21.7","1342","745","466","184","1588","1676","6.4","82.9","0.8022"
"1/18/2005","21:00:00","1.5","1172","-200","6.0","813","338","774","152","1233","1118","10.3","74.0","0.9237"
"1/18/2005","22:00:00","0.1","1021","-200","3.3","670","135","932","104","1186","828","11.3","71.8","0.9577"
"1/18/2005","23:00:00","0.2","1125","-200","4.9","758","167","820","104","1241","867","9.8","81.9","0.9923"
"1/19/2005","0:00:00","0.9","1196","-200","6.6","840","232","712","124","1298","974","9.5","83.8","0.9972"
"1/19/2005","1:00:00","1.0","1174","-200","6.7","842","273","723","127","1286","975","9.9","81.0","0.9885"
"1/19/2005","2:00:00","0.4","1106","-200","4.4","733","165","822","108","1208","902","9.9","79.8","0.9725"
"1/19/2005","3:00:00","-200.0","872","-200","1.5","549","-200","1106","-200","1008","791","6.9","76.4","0.7661"
"1/19/2005","4:00:00","-200.0","828","-200","1.1","506","75","1222","73","945","673","4.8","75.7","0.6590"
"1/19/2005","5:00:00","-200.0","830","-200","0.9","492","53","1263","52","948","578","4.7","78.9","0.6820"
"1/19/2005","6:00:00","-200.0","840","-200","1.2","515","72","1235","57","940","563","5.0","75.0","0.6627"
"1/19/2005","7:00:00","0.1","909","-200","2.5","622","130","1046","89","992","730","5.6","69.5","0.6362"
"1/19/2005","8:00:00","0.7","1098","-200","7.6","881","265","760","128","1203","974","7.0","64.9","0.6512"
"1/19/2005","9:00:00","1.2","1036","-200","7.3","868","314","732","152","1158","958","7.1","65.4","0.6644"
"1/19/2005","10:00:00","0.2","912","-200","3.7","692","194","923","128","1020","712","6.4","67.4","0.6537"
"1/19/2005","11:00:00","-200.0","872","-200","2.5","618","180","1036","124","994","616","5.3","75.9","0.6824"
"1/19/2005","12:00:00","-200.0","889","-200","2.7","634","181","1008","117","1018","591","6.3","73.0","0.7024"
"1/19/2005","13:00:00","0.3","965","-200","4.6","742","193","888","110","1099","661","8.6","63.3","0.7073"
"1/19/2005","14:00:00","0.6","1009","-200","6.7","845","263","771","128","1132","856","10.0","55.0","0.6753"
"1/19/2005","15:00:00","0.2","918","-200","4.3","729","176","904","114","1014","639","9.4","53.6","0.6333"
"1/19/2005","16:00:00","0.2","920","-200","4.3","728","168","891","110","1012","647","9.2","55.0","0.6402"
"1/19/2005","17:00:00","0.7","923","-200","4.1","714","170","915","112","1015","646","8.7","55.1","0.6228"
"1/19/2005","18:00:00","1.8","1020","-200","7.6","883","234","766","130","1139","846","8.9","54.4","0.6200"
"1/19/2005","19:00:00","2.2","998","-200","7.0","858","256","770","135","1109","857","8.6","53.6","0.5992"
"1/19/2005","20:00:00","2.3","1061","-200","9.6","962","257","721","141","1167","942","9.0","50.4","0.5809"
"1/19/2005","21:00:00","2.6","1016","-200","7.8","892","317","758","141","1109","945","9.2","49.8","0.5808"
"1/19/2005","22:00:00","1.1","859","-200","2.4","611","134","1053","95","918","562","8.8","52.1","0.5918"
"1/19/2005","23:00:00","1.2","945","-200","3.9","706","159","962","97","1005","657","8.8","50.9","0.5781"
"1/20/2005","0:00:00","1.8","937","-200","4.1","715","186","896","112","995","722","8.7","51.1","0.5755"
"1/20/2005","1:00:00","1.1","876","-200","2.5","618","102","1032","74","948","555","8.6","51.5","0.5772"
"1/20/2005","2:00:00","0.9","830","-200","1.3","530","75","1168","62","893","472","8.5","51.9","0.5766"
"1/20/2005","3:00:00","0.7","828","-200","1.2","514","-200","1205","-200","880","434","8.1","53.1","0.5742"
"1/20/2005","4:00:00","0.6","810","-200","0.7","470","41","1314","40","863","412","7.8","54.2","0.5755"
"1/20/2005","5:00:00","0.6","822","-200","0.9","493","50","1278","45","876","453","7.1","56.0","0.5690"
"1/20/2005","6:00:00","0.9","898","-200","2.9","646","189","1013","93","954","702","7.0","57.6","0.5784"
"1/20/2005","7:00:00","1.0","909","-200","2.7","636","182","992","104","946","720","7.5","55.2","0.5734"
"1/20/2005","8:00:00","3.4","1256","-200","14.4","1130","636","616","162","1316","1310","7.0","56.3","0.5660"
"1/20/2005","9:00:00","4.2","1298","-200","17.2","1217","704","552","169","1408","1444","7.6","53.5","0.5605"
"1/20/2005","10:00:00","4.4","1326","-200","17.4","1223","854","546","190","1381","1612","8.3","50.5","0.5558"
"1/20/2005","11:00:00","2.9","1139","-200","11.5","1031","652","649","170","1181","1388","12.4","37.1","0.5329"
"1/20/2005","12:00:00","2.6","1135","-200","11.9","1047","529","641","151","1174","1379","13.9","32.3","0.5117"
"1/20/2005","13:00:00","2.6","1117","-200","12.6","1070","438","638","150","1178","1289","14.4","28.9","0.4723"
"1/20/2005","14:00:00","3.0","1094","-200","14.3","1128","438","626","154","1191","1280","14.8","25.4","0.4259"
"1/20/2005","15:00:00","2.3","982","-200","10.3","990","378","745","140","1018","1059","15.1","20.8","0.3536"
"1/20/2005","16:00:00","3.0","1107","-200","14.5","1134","482","638","166","1172","1299","15.4","23.5","0.4076"
"1/20/2005","17:00:00","4.5","1290","-200","21.9","1348","709","534","204","1386","1638","13.7","28.1","0.4381"
"1/20/2005","18:00:00","6.0","1445","-200","28.5","1516","796","455","210","1594","1946","11.5","37.5","0.5068"
"1/20/2005","19:00:00","4.3","1356","-200","21.2","1330","605","511","182","1414","1798","10.4","42.3","0.5337"
"1/20/2005","20:00:00","3.4","1248","-200","16.0","1179","472","577","165","1259","1608","9.9","44.0","0.5381"
"1/20/2005","21:00:00","2.8","1220","-200","13.0","1085","411","618","150","1204","1531","8.7","48.3","0.5458"
"1/20/2005","22:00:00","2.1","1137","-200","7.0","856","264","758","132","1032","1338","8.1","49.9","0.5417"
"1/20/2005","23:00:00","1.7","1102","-200","6.4","828","217","773","120","1015","1274","7.3","52.8","0.5419"
"1/21/2005","0:00:00","1.8","1082","-200","5.8","801","211","780","119","1035","1200","8.0","52.2","0.5623"
"1/21/2005","1:00:00","1.6","1053","-200","5.6","795","179","786","110","1038","1143","6.8","56.4","0.5609"
"1/21/2005","2:00:00","1.4","1002","-200","4.5","740","134","846","94","992","1048","6.7","57.4","0.5654"
"1/21/2005","3:00:00","1.3","1019","-200","4.6","744","-200","836","-200","1000","1048","5.9","62.1","0.5806"
"1/21/2005","4:00:00","-200","1071","-200","5.9","808","221","756","101","1046","1172","5.4","65.9","0.5947"
"1/21/2005","5:00:00","1.3","1118","-200","6.6","841","284","702","117","1056","1368","5.5","66.5","0.6054"
"1/21/2005","6:00:00","1.6","1206","-200","9.2","948","357","628","121","1129","1540","5.9","65.8","0.6178"
"1/21/2005","7:00:00","2.4","1256","-200","12.2","1056","469","582","138","1230","1575","6.4","63.9","0.6192"
"1/21/2005","8:00:00","4.5","1500","-200","22.6","1366","766","464","174","1558","1856","7.2","62.2","0.6351"
"1/21/2005","9:00:00","5.7","1578","-200","29.0","1526","875","419","179","1761","2086","7.9","60.0","0.6406"
"1/21/2005","10:00:00","4.3","1427","-200","19.4","1280","800","500","175","1481","1948","8.2","58.5","0.6403"
"1/21/2005","11:00:00","4.2","1440","-200","20.5","1311","815","482","183","1476","2022","9.3","54.5","0.6415"
"1/21/2005","12:00:00","4.5","1522","-200","22.5","1365","841","464","188","1526","2104","10.2","53.1","0.6608"
"1/21/2005","13:00:00","5.0","1516","-200","24.0","1402","827","451","198","1578","2195","11.1","51.4","0.6790"
"1/21/2005","14:00:00","2.9","1300","-200","13.9","1112","402","573","142","1291","1845","12.8","46.9","0.6919"
"1/21/2005","15:00:00","3.0","1400","-200","16.8","1204","415","526","139","1401","1947","13.1","48.0","0.7181"
"1/21/2005","16:00:00","3.3","1551","-200","20.2","1303","435","469","99","1520","2170","13.5","51.5","0.7930"
"1/21/2005","17:00:00","1.4","1411","-200","16.4","1191","570","519","135","1426","1920","13.4","51.2","0.7808"
"1/21/2005","18:00:00","2.3","1434","-200","18.0","1239","530","506","223","1458","1835","12.1","55.3","0.7777"
"1/21/2005","19:00:00","1.6","1489","-200","20.3","1304","617","476","194","1547","1919","12.0","56.5","0.7924"
"1/21/2005","20:00:00","4.9","1835","-200","38.1","1731","983","355","244","2083","2254","10.4","64.4","0.8123"
"1/21/2005","21:00:00","6.4","1804","-200","35.7","1679","1200","370","243","2005","2210","9.4","69.1","0.8150"
"1/21/2005","22:00:00","3.5","1579","-200","21.8","1345","1028","459","230","1608","1961","8.9","71.0","0.8115"
"1/21/2005","23:00:00","1.7","1508","-200","18.2","1246","797","496","207","1498","1791","8.1","73.8","0.7968"
"1/22/2005","0:00:00","2.6","1535","-200","20.1","1300","977","483","223","1524","1725","7.3","76.8","0.7904"
"1/22/2005","1:00:00","1.6","1395","-200","14.4","1131","811","552","216","1362","1552","7.3","76.7","0.7862"
"1/22/2005","2:00:00","1.5","1392","-200","15.1","1153","757","542","198","1395","1506","7.1","77.3","0.7826"
"1/22/2005","3:00:00","0.9","1326","-200","13.1","1087","-200","571","-200","1332","1398","6.7","78.7","0.7779"
"1/22/2005","4:00:00","0.5","1296","-200","11.5","1032","388","605","126","1297","1300","7.0","77.8","0.7848"
"1/22/2005","5:00:00","0.9","1331","-200","13.7","1106","497","568","144","1322","1382","5.7","80.5","0.7416"
"1/22/2005","6:00:00","0.4","1288","-200","11.6","1036","582","590","183","1242","1412","5.2","81.4","0.7276"
"1/22/2005","7:00:00","0.5","1322","-200","13.2","1091","574","565","193","1307","1471","5.6","80.4","0.7349"
"1/22/2005","8:00:00","0.8","1390","-200","15.6","1167","588","522","196","1392","1619","6.3","78.8","0.7544"
"1/22/2005","9:00:00","1.4","1443","-200","16.9","1207","645","502","208","1431","1673","6.9","76.9","0.7682"
"1/22/2005","10:00:00","1.6","1496","-200","18.5","1254","643","484","217","1472","1881","9.2","67.7","0.7900"
"1/22/2005","11:00:00","1.5","1439","-200","16.6","1198","628","502","246","1426","1877","11.6","59.8","0.8152"
"1/22/2005","12:00:00","1.0","1432","-200","15.0","1150","547","527","204","1393","1818","14.0","52.0","0.8288"
"1/22/2005","13:00:00","1.0","1398","-200","15.0","1149","461","535","192","1417","1699","15.0","50.2","0.8495"
"1/22/2005","14:00:00","1.3","1380","-200","16.9","1206","455","514","186","1500","1676","14.9","49.9","0.8394"
"1/22/2005","15:00:00","0.1","1022","-200","7.0","857","244","770","133","1068","1088","15.8","33.8","0.6034"
"1/22/2005","16:00:00","-200.0","973","-200","5.9","806","202","851","126","994","926","15.4","29.2","0.5068"
"1/22/2005","17:00:00","-200.0","951","-200","7.1","862","256","822","138","972","961","14.4","25.7","0.4193"
"1/22/2005","18:00:00","0.1","987","-200","8.6","925","310","776","148","1016","1066","13.4","27.2","0.4157"
"1/22/2005","19:00:00","0.4","1100","-200","12.2","1057","391","687","167","1126","1240","12.2","28.7","0.4077"
"1/22/2005","20:00:00","0.7","1064","-200","12.6","1072","444","704","175","1102","1220","11.2","25.7","0.3422"
"1/22/2005","21:00:00","2.7","1316","-200","21.1","1327","794","549","224","1328","1613","9.7","31.9","0.3848"
"1/22/2005","22:00:00","2.1","1262","-200","16.9","1208","716","587","214","1219","1577","8.4","36.5","0.4035"
"1/22/2005","23:00:00","1.3","1259","-200","15.1","1152","565","610","196","1165","1568","8.2","36.8","0.4016"
"1/23/2005","0:00:00","0.8","1166","-200","10.1","981","451","697","195","993","1444","8.0","36.0","0.3872"
"1/23/2005","1:00:00","-200.0","1066","-200","7.5","880","313","784","181","946","1240","7.0","39.9","0.4006"
"1/23/2005","2:00:00","-200.0","1050","-200","7.6","883","241","783","150","978","1169","5.7","44.3","0.4093"
"1/23/2005","3:00:00","-200.0","992","-200","5.9","808","-200","848","-200","926","1052","4.7","46.6","0.4025"
"1/23/2005","4:00:00","-200.0","969","-200","5.5","788","224","854","139","938","1006","4.2","50.8","0.4234"
"1/23/2005","5:00:00","-200.0","862","-200","2.3","608","82","1101","74","810","757","4.6","45.1","0.3861"
"1/23/2005","6:00:00","-200.0","858","-200","2.0","581","89","1112","73","828","753","2.7","53.3","0.4006"
"1/23/2005","7:00:00","-200.0","849","-200","1.6","552","92","1165","77","812","737","3.1","51.0","0.3947"
"1/23/2005","8:00:00","-200.0","879","-200","2.1","594","134","1119","98","839","792","2.5","54.1","0.4017"
"1/23/2005","9:00:00","-200.0","956","-200","4.4","734","189","915","121","942","945","3.1","53.5","0.4123"
"1/23/2005","10:00:00","-200.0","1039","-200","6.4","828","292","790","162","987","1115","5.0","47.5","0.4180"
"1/23/2005","11:00:00","-200.0","1066","-200","7.3","870","326","775","178","996","1131","5.8","43.4","0.4032"
"1/23/2005","12:00:00","-200.0","1124","-200","8.7","927","397","722","206","1047","1242","7.1","42.8","0.4327"
"1/23/2005","13:00:00","-200.0","1160","-200","9.2","948","371","712","191","1072","1288","7.9","41.6","0.4459"
"1/23/2005","14:00:00","-200.0","1110","-200","7.9","896","305","737","175","1040","1276","8.1","41.2","0.4480"
"1/23/2005","15:00:00","-200.0","1138","-200","9.0","940","328","706","168","1088","1359","8.3","41.3","0.4533"
"1/23/2005","16:00:00","-200.0","1095","-200","7.0","857","281","756","180","1075","1020","8.9","49.1","0.5629"
"1/23/2005","17:00:00","-200.0","1045","-200","3.7","694","168","911","124","1024","804","7.1","66.0","0.6678"
"1/23/2005","18:00:00","-200.0","1078","-200","4.3","727","183","849","130","1057","857","5.7","75.1","0.6942"
"1/23/2005","19:00:00","-200.0","1169","-200","6.8","846","216","767","140","1156","942","5.4","77.6","0.7031"
"1/23/2005","20:00:00","-200.0","1174","-200","8.7","926","245","674","157","1220","1020","5.4","78.2","0.7074"
"1/23/2005","21:00:00","-200.0","1075","-200","4.7","748","154","826","123","1050","898","7.3","68.1","0.6979"
"1/23/2005","22:00:00","-200.0","1044","-200","3.5","685","141","902","104","1042","860","5.8","74.4","0.6924"
"1/23/2005","23:00:00","-200.0","1110","-200","5.4","782","210","798","134","1101","954","6.2","72.3","0.6887"
"1/24/2005","0:00:00","-200.0","1086","-200","4.4","733","140","848","105","1064","883","5.9","72.7","0.6791"
"1/24/2005","1:00:00","-200.0","1092","-200","6.0","811","191","773","121","1129","966","5.0","76.5","0.6728"
"1/24/2005","2:00:00","0.1","1126","-200","7.6","884","248","704","136","1173","983","4.0","80.4","0.6630"
"1/24/2005","3:00:00","-200.0","881","-200","1.9","578","-200","1017","-200","876","606","5.8","59.0","0.5493"
"1/24/2005","4:00:00","-200.0","830","-200","1.0","498","50","1237","48","855","443","5.8","59.5","0.5519"
"1/24/2005","5:00:00","0.3","791","-200","0.6","459","43","1421","40","809","390","6.6","51.3","0.5026"
"1/24/2005","6:00:00","0.5","836","-200","1.2","520","86","1296","67","832","478","7.0","47.2","0.4745"
"1/24/2005","7:00:00","0.6","907","-200","2.9","644","152","1028","104","902","732","6.6","47.9","0.4686"
"1/24/2005","8:00:00","1.8","1174","-200","11.1","1018","341","688","169","1210","1148","7.2","49.8","0.5061"
"1/24/2005","9:00:00","2.0","1094","-200","9.7","967","355","682","203","1147","1136","6.9","52.8","0.5293"
"1/24/2005","10:00:00","1.4","992","-200","5.7","800","327","797","183","1007","934","8.7","46.7","0.5249"
"1/24/2005","11:00:00","0.6","955","-200","5.4","782","240","844","150","976","845","10.0","40.6","0.4971"
"1/24/2005","12:00:00","0.5","959","-200","5.1","770","216","852","138","975","808","11.8","35.4","0.4877"
"1/24/2005","13:00:00","0.7","981","-200","5.8","804","191","829","127","997","783","10.7","37.2","0.4788"
"1/24/2005","14:00:00","0.7","946","-200","5.6","791","-200","825","-200","962","784","10.9","34.9","0.4560"
"1/24/2005","15:00:00","1.1","1023","-200","8.0","898","256","759","148","1034","899","10.7","33.1","0.4256"
"1/24/2005","16:00:00","1.3","1009","-200","7.1","860","287","786","172","993","922","10.6","34.2","0.4375"
"1/24/2005","17:00:00","1.0","1006","-200","7.6","884","278","780","163","1014","951","8.9","38.1","0.4341"
"1/24/2005","18:00:00","1.5","1054","-200","10.4","992","302","714","180","1092","1051","7.8","39.7","0.4206"
"1/24/2005","19:00:00","1.5","1018","-200","8.9","934","259","740","169","1014","967","7.3","42.2","0.4341"
"1/24/2005","20:00:00","1.2","976","-200","7.3","870","221","795","152","971","861","6.9","42.5","0.4257"
"1/24/2005","21:00:00","0.3","872","-200","3.6","689","142","970","107","866","631","6.6","43.2","0.4247"
"1/24/2005","22:00:00","-200.0","804","-200","1.7","559","93","1182","75","781","466","6.4","41.7","0.4034"
"1/24/2005","23:00:00","-200.0","800","-200","1.5","540","71","1250","58","779","406","6.1","42.6","0.4041"
"1/25/2005","0:00:00","-200.0","784","-200","1.0","504","66","1306","57","760","386","5.9","41.8","0.3928"
"1/25/2005","1:00:00","-200.0","757","-200","0.6","459","49","1446","44","735","337","5.7","41.5","0.3836"
"1/25/2005","2:00:00","-200.0","750","-200","0.4","424","29","1583","29","726","303","5.5","42.4","0.3867"
"1/25/2005","3:00:00","-200.0","766","-200","0.3","412","-200","1650","-200","763","294","4.5","52.0","0.4436"
"1/25/2005","4:00:00","-200.0","759","-200","0.2","399","19","1696","19","749","288","4.3","51.6","0.4323"
"1/25/2005","5:00:00","-200.0","758","-200","0.2","388","20","1785","20","765","274","3.7","56.3","0.4530"
"1/25/2005","6:00:00","-200.0","760","-200","0.1","383","39","1745","35","787","288","3.3","58.1","0.4559"
"1/25/2005","7:00:00","-200.0","762","-200","0.4","434","77","1556","60","762","318","3.9","47.3","0.3862"
"1/25/2005","8:00:00","0.2","869","-200","2.9","646","180","1068","115","876","476","4.3","45.9","0.3843"
"1/25/2005","9:00:00","0.7","938","-200","5.4","785","243","853","157","969","704","4.2","50.1","0.4168"
"1/25/2005","10:00:00","0.5","951","-200","5.1","769","236","856","146","1000","735","3.4","62.7","0.4943"
"1/25/2005","11:00:00","0.4","892","-200","3.8","702","297","935","188","924","735","5.0","51.4","0.4534"
"1/25/2005","12:00:00","0.3","876","-200","3.9","703","234","968","126","892","652","5.7","44.1","0.4063"
"1/25/2005","13:00:00","0.3","872","-200","3.6","686","186","972","114","880","603","5.2","44.5","0.3968"
"1/25/2005","14:00:00","0.4","893","-200","4.2","722","196","932","123","917","645","4.7","48.6","0.4194"
"1/25/2005","15:00:00","0.2","879","-200","3.6","687","167","980","107","914","564","4.5","51.0","0.4327"
"1/25/2005","16:00:00","0.4","896","-200","3.6","689","210","966","121","908","614","5.1","50.1","0.4432"
"1/25/2005","17:00:00","0.4","908","-200","3.9","706","194","928","118","923","658","5.0","50.4","0.4430"
"1/25/2005","18:00:00","0.7","958","-200","4.9","758","206","858","134","984","719","4.2","56.4","0.4721"
"1/25/2005","19:00:00","1.0","984","-200","5.8","803","211","813","142","1012","772","4.3","56.7","0.4760"
"1/25/2005","20:00:00","1.1","991","-200","6.1","814","197","790","132","1040","812","4.3","57.0","0.4771"
"1/25/2005","21:00:00","0.3","881","-200","2.8","638","139","990","106","910","583","3.5","60.3","0.4782"
"1/25/2005","22:00:00","0.1","853","-200","2.4","616","113","1070","86","870","490","4.1","52.5","0.4351"
"1/25/2005","23:00:00","-200.0","804","-200","1.5","546","81","1194","67","796","400","3.9","50.6","0.4127"
"1/26/2005","0:00:00","-200.0","788","-200","1.1","514","63","1285","55","770","354","3.9","47.7","0.3901"
"1/26/2005","1:00:00","-200.0","788","-200","0.9","487","55","1346","49","769","329","4.0","47.8","0.3939"
"1/26/2005","2:00:00","-200.0","763","-200","0.4","428","31","1532","30","756","296","3.9","50.9","0.4144"
"1/26/2005","3:00:00","-200.0","771","-200","0.3","410","-200","1622","-200","765","283","3.0","57.7","0.4423"
"1/26/2005","4:00:00","-200.0","746","-200","0.2","390","20","1775","20","738","266","3.3","52.8","0.4137"
"1/26/2005","5:00:00","-200.0","744","-200","0.1","383","17","1881","17","720","252","2.7","53.9","0.4062"
"1/26/2005","6:00:00","-200.0","774","-200","0.5","441","42","1646","35","760","282","2.8","54.4","0.4110"
"1/26/2005","7:00:00","-200.0","800","-200","0.9","492","90","1310","71","783","353","3.6","49.0","0.3915"
"1/26/2005","8:00:00","0.3","896","-200","3.3","668","227","1043","136","887","519","3.3","50.2","0.3934"
"1/26/2005","9:00:00","0.6","913","-200","4.4","733","250","902","163","901","681","3.5","47.5","0.3778"
"1/26/2005","10:00:00","0.3","871","-200","2.8","638","219","1022","143","860","583","4.3","49.4","0.4136"
"1/26/2005","11:00:00","0.1","872","-200","3.2","662","211","1007","134","874","628","4.5","48.4","0.4131"
"1/26/2005","12:00:00","0.1","858","-200","2.7","634","189","1053","130","868","566","4.3","50.0","0.4199"
"1/26/2005","13:00:00","0.2","876","-200","3.5","683","180","992","122","894","572","4.3","49.7","0.4166"
"1/26/2005","14:00:00","0.5","900","-200","4.8","751","197","891","128","912","637","4.9","45.3","0.3955"
"1/26/2005","15:00:00","0.3","864","-200","3.4","678","198","986","132","866","579","5.6","42.4","0.3884"
"1/26/2005","16:00:00","0.3","902","-200","4.2","721","203","924","133","900","666","5.7","43.1","0.3984"
"1/26/2005","17:00:00","0.3","916","-200","4.2","720","188","912","126","922","707","4.8","49.7","0.4305"
"1/26/2005","18:00:00","1.0","1004","-200","8.5","918","294","752","177","1033","990","5.1","43.0","0.3821"
"1/26/2005","19:00:00","1.4","1024","-200","9.2","945","302","728","185","1073","1026","5.2","44.4","0.3970"
"1/26/2005","20:00:00","1.4","1011","-200","7.6","884","261","763","168","1048","910","4.9","47.9","0.4180"
"1/26/2005","21:00:00","1.1","1006","-200","6.2","822","232","794","150","1025","897","4.7","50.8","0.4398"
"1/26/2005","22:00:00","0.4","913","-200","2.9","644","154","966","114","922","651","4.6","54.8","0.4704"
"1/26/2005","23:00:00","0.2","905","-200","2.5","620","120","986","90","904","598","4.0","56.8","0.4688"
"1/27/2005","0:00:00","0.2","872","-200","2.6","628","117","1009","87","857","560","4.2","46.8","0.3900"
"1/27/2005","1:00:00","0.2","843","-200","2.2","596","108","1059","83","808","526","4.5","42.0","0.3571"
"1/27/2005","2:00:00","0.2","863","-200","2.5","622","97","1025","74","826","574","4.1","42.1","0.3487"
"1/27/2005","3:00:00","-200.0","791","-200","0.8","480","-200","1259","-200","738","422","4.5","39.7","0.3379"
"1/27/2005","4:00:00","-200.0","769","-200","0.3","412","28","1481","28","726","326","4.4","42.2","0.3571"
"1/27/2005","5:00:00","0.4","778","-200","0.3","417","27","1531","26","744","312","4.1","45.9","0.3804"
"1/27/2005","6:00:00","0.5","800","-200","0.7","470","81","1313","60","762","382","4.2","42.5","0.3556"
"1/27/2005","7:00:00","0.7","827","-200","1.4","532","129","1198","91","774","488","4.6","38.1","0.3267"
"1/27/2005","8:00:00","1.9","1038","-200","6.6","837","336","822","184","972","914","4.6","39.4","0.3367"
"1/27/2005","9:00:00","2.4","1040","-200","8.4","917","335","739","204","1038","1021","4.8","41.9","0.3634"
"1/27/2005","10:00:00","2.0","980","-200","5.5","790","318","839","185","934","897","5.9","40.2","0.3760"
"1/27/2005","11:00:00","1.3","912","-200","3.5","683","201","961","125","872","698","7.0","38.4","0.3861"
"1/27/2005","12:00:00","1.0","887","-200","3.0","649","166","1009","104","854","588","6.6","40.2","0.3944"
"1/27/2005","13:00:00","1.2","922","-200","4.1","716","192","930","115","893","642","6.6","41.2","0.4046"
"1/27/2005","14:00:00","1.5","928","-200","4.7","748","198","900","126","900","684","7.3","36.8","0.3779"
"1/27/2005","15:00:00","1.3","920","-200","4.5","736","198","921","125","881","673","7.2","35.0","0.3584"
"1/27/2005","16:00:00","1.5","904","-200","4.7","747","222","924","139","850","691","7.0","33.5","0.3367"
"1/27/2005","17:00:00","1.5","906","-200","5.1","768","224","913","142","865","726","6.5","32.4","0.3155"
"1/27/2005","18:00:00","2.1","981","-200","7.7","886","266","819","170","928","912","5.7","33.9","0.3131"
"1/27/2005","19:00:00","2.6","1052","-200","10.3","987","326","750","195","1025","1048","5.0","36.1","0.3178"
"1/27/2005","20:00:00","3.0","1086","-200","11.5","1032","343","717","202","1049","1136","4.7","38.3","0.3306"
"1/27/2005","21:00:00","2.0","967","-200","6.0","811","243","862","168","911","909","4.5","39.9","0.3390"
"1/27/2005","22:00:00","1.4","902","-200","3.6","688","177","994","128","838","719","4.3","41.1","0.3451"
"1/27/2005","23:00:00","1.3","916","-200","4.3","725","155","953","115","854","746","4.0","43.1","0.3551"
"1/28/2005","0:00:00","1.2","894","-200","3.4","677","143","998","111","827","700","3.7","46.0","0.3701"
"1/28/2005","1:00:00","1.1","866","-200","2.4","613","124","1075","97","810","578","3.3","47.4","0.3716"
"1/28/2005","2:00:00","0.9","861","-200","2.0","585","94","1120","77","807","553","3.0","49.1","0.3774"
"1/28/2005","3:00:00","0.8","845","-200","1.4","534","-200","1146","-200","781","519","3.5","48.0","0.3822"
"1/28/2005","4:00:00","0.6","849","-200","1.2","522","56","1158","50","778","467","3.6","48.0","0.3835"
"1/28/2005","5:00:00","0.5","818","-200","0.9","486","58","1282","49","781","422","4.0","47.8","0.3919"
"1/28/2005","6:00:00","0.6","864","-200","1.6","554","105","1159","79","819","545","4.1","48.1","0.3975"
"1/28/2005","7:00:00","0.7","856","-200","1.7","559","122","1138","92","810","556","4.1","47.4","0.3926"
"1/28/2005","8:00:00","1.6","1024","-200","6.2","822","274","826","167","992","879","4.2","48.7","0.4073"
"1/28/2005","9:00:00","2.2","1050","-200","8.2","909","342","742","206","1055","993","4.1","49.8","0.4117"
"1/28/2005","10:00:00","1.8","984","-200","6.4","832","296","822","184","966","892","4.2","48.4","0.4043"
"1/28/2005","11:00:00","1.5","990","-200","5.9","808","278","838","176","975","900","4.6","49.7","0.4271"
"1/28/2005","12:00:00","1.8","970","-200","5.7","798","325","842","191","941","874","4.5","49.6","0.4210"
"1/28/2005","13:00:00","1.4","943","-200","5.3","781","222","871","147","925","722","4.4","48.4","0.4087"
"1/28/2005","14:00:00","2.1","994","-200","7.3","871","279","793","174","997","836","4.7","47.2","0.4075"
"1/28/2005","15:00:00","1.6","932","-200","5.1","767","248","888","167","920","668","4.2","49.5","0.4118"
"1/28/2005","16:00:00","1.3","891","-200","3.9","706","193","949","138","860","600","3.4","50.7","0.3991"
"1/28/2005","17:00:00","1.9","-200","-200","-200.0","-200","256","-200","164","-200","-200","-200","-200","-200"
"1/28/2005","18:00:00","2.4","-200","-200","-200.0","-200","288","-200","190","-200","-200","-200","-200","-200"
